subject,Unknown,Left-Cerebral-Exterior,Left-Cerebral-White-Matter,Left-Cerebral-Cortex,Left-Lateral-Ventricle,Left-Inf-Lat-Vent,Left-Cerebellum-White-Matter,Left-Cerebellum-Cortex,Left-Thalamus-Proper,Left-Caudate,Left-Putamen,Left-Pallidum,3rd-Ventricle,4th-Ventricle,Brain-Stem,Left-Hippocampus,Left-Amygdala,CSF,Left-Accumbens-area,Left-VentralDC,Left-vessel,Left-choroid-plexus,Right-Cerebral-White-Matter,Right-Cerebral-Cortex,Right-Lateral-Ventricle,Right-Inf-Lat-Vent,Right-Cerebellum-White-Matter,Right-Cerebellum-Cortex,Right-Thalamus-Proper,Right-Caudate,Right-Putamen,Right-Pallidum,Right-Hippocampus,Right-Amygdala,Right-Accumbens-area,Right-VentralDC,Right-vessel,Right-choroid-plexus,WM-hypointensities,Optic-Chiasm,Vermis
2mo_sub-381606.nii.gz,1.0,1.0,1.0,1.0,173.0,173.0,173.0,1.0,173.0,1.4142135623730951,1.0,1.0,173.0,173.0,1.0,1.0,1.7320508075688772,2.23606797749979,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.0,173.0,173.0,1.4142135623730951,1.0,1.0,173.0,173.0,1.0,1.0,1.7320508075688772,1.4142135623730951,1.4142135623730951,1.0,1.4142135623730951,1.0,1.0,173.0,173.0
3mo_sub-801091.nii.gz,1.0,1.0,1.0,1.4142135623730951,160.0,160.0,160.0,10.295630140987,160.0,1.0,1.0,1.7320508075688772,160.0,160.0,8.246211251235321,2.0,1.4142135623730951,1.4142135623730951,1.7320508075688772,1.4142135623730951,2.0,1.0,7.01776695296637,160.0,160.0,1.0,1.0,1.0,160.0,160.0,7.810249675906653,1.4142135623730951,1.4142135623730951,1.0,1.0,1.4142135623730951,1.4142135623730951,1.0,3.3166247903554,160.0,160.0
4mo_new_sub-645257.nii.gz,1.0,1.0,1.0,1.4142135623730951,146.0,146.0,146.0,146.0,146.0,1.0,1.0,1.4142135623730951,146.0,146.0,7.483314773547883,1.4142135623730951,1.0,1.0,1.4142135623730951,1.4142135623730951,1.0,1.0,3.6055512754639887,146.0,146.0,1.0,1.0,4.0,146.0,146.0,7.071067811865476,2.23606797749979,1.4142135623730951,1.7320508075688772,1.4142135623730951,1.4142135623730951,1.4142135623730951,2.3107655953489745,6.4031242374328485,146.0,146.0
5mo_sub-272097.nii.gz,1.4142135623730951,1.4142135623730951,1.0,2.23606797749979,17.748239349298853,155.0,155.0,155.0,155.0,4.58257569495584,6.0,5.0,18.973665961010283,6.324555320336759,3.0,2.23606797749979,1.4142135623730951,2.23606797749979,2.23606797749979,1.4142135623730951,1.4142135623730951,3.6055512754639887,3.270320651299265,155.0,34.445551831044696,26.47640458974745,30.867457912909426,4.58257569495584,155.0,10.702778125534062,3.741657386773941,2.0,1.4142135623730951,32.33805738081665,2.0,1.4142135623730951,1.4142135623730951,2.8284271247461903,3.3166247903554,155.0,38.48051413817646
6mo_sub-284149.nii.gz,1.7320508075688772,1.0,1.0,1.0,1.0,198.0,1.0,198.0,198.0,1.0,1.0,1.0,4.092329219213245,6.4031242374328485,3.0,1.0,1.0,1.7320508075688772,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.0,198.0,1.4142135623730951,1.0,1.0,1.0,198.0,5.744562646538029,2.8284271247461903,1.0,1.0,1.7320508075688772,1.4142135623730951,1.0,1.4142135623730951,1.4142135623730951,1.0,198.0,1.4142135623730951
7mo_updated_sub-682023.nii.gz,2.0,1.0,1.0,3.0,1.4142135623730951,157.0,1.0,157.0,157.0,4.0,4.898979485566356,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.0,1.0,1.4142135623730951,2.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.0,157.0,1.4142135623730951,22.82542442102665,31.46426544510455,1.0,157.0,1.7320508075688772,1.4142135623730951,1.0,1.0,2.23606797749979,2.0,1.0,1.0,1.4142135623730951,1.0,157.0,1.4142135623730951
8mo_sub-272097.nii.gz,1.4142135623730951,1.0,1.0,1.0,1.0,205.0,1.0,205.0,205.0,1.4142135623730951,1.4142135623730951,1.0,1.0,1.4142135623730951,1.7320508075688772,1.0,1.0,1.4142135623730951,1.4142135623730951,1.0,1.4142135623730951,3.0,1.0,205.0,1.7320508075688772,1.4142135623730951,1.4142135623730951,1.0,205.0,3.3166247903554,2.23606797749979,1.0,1.0,1.4142135623730951,1.4142135623730951,1.0,1.0,1.7320508075688772,1.0,205.0,1.4142135623730951
0mo_template_05.nii.gz,1.4142135623730951,1.4142135623730951,1.0,1.4142135623730951,133.0,133.0,133.0,1.4142135623730951,133.0,1.0,1.0,2.0,133.0,133.0,1.4142135623730951,1.0,1.0,1.0,1.0,1.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,133.0,133.0,1.0,1.0,1.9732050807567905,133.0,133.0,1.4142135623730951,1.0,1.0,1.0,1.0,1.0,1.4142135623730951,2.0,1.4142135623730951,133.0,133.0
0mo_template_16.nii.gz,1.4142135623730951,1.4142135623730951,1.0,1.0,140.0,140.0,140.0,1.4142135623730951,140.0,1.0,1.0,1.0,140.0,140.0,1.4142135623730951,1.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.0,1.4142135623730951,1.0,140.0,140.0,1.0,1.0,1.0,140.0,140.0,1.0,1.0,1.0,1.0,1.0,1.4142135623730951,1.0,1.0,1.4142135623730951,140.0,140.0
2mo_sub-372377.nii.gz,1.4142135623730951,1.0,1.0,1.4142135623730951,198.0,198.0,198.0,1.4142135623730951,198.0,1.4142135623730951,1.0,1.0,198.0,198.0,1.4142135623730951,1.0,1.7320508075688772,2.0,2.0,1.0,1.0,1.7320508075688772,1.0,198.0,198.0,1.0,1.0,1.0,198.0,198.0,1.4142135623730951,1.4142135623730951,1.2692388155424554,1.0,2.0,1.4142135623730951,1.4142135623730951,1.3520815280171286,1.0,198.0,198.0
